customer_id,month,plan_id,active_flag,monthly_revenue,tenure_months,login_frequency,feature_adoption_rate,support_tickets,payment_failures,churn_flag
C01276,2024-01-01,P03,1,149.0,0,18,0.52,1,0,0
C01276,2024-02-01,P03,1,149.0,1,3,0.32,4,3,0
C01276,2024-03-01,P03,1,149.0,2,14,0.44,1,0,0
C01276,2024-04-01,P03,1,149.0,3,14,0.41,2,0,0
C01276,2024-05-01,P03,1,149.0,4,7,0.72,3,0,0
C01276,2024-06-01,P03,1,149.0,5,12,0.51,4,0,0
C01276,2024-07-01,P03,1,149.0,6,6,0.91,0,0,0
C01276,2024-08-01,P03,1,149.0,7,5,0.55,5,0,0
C01276,2024-09-01,P03,1,149.0,8,19,0.69,2,0,0
C01276,2024-10-01,P03,1,149.0,9,14,0.7,1,0,0
C01276,2024-11-01,P03,1,149.0,10,12,0.89,1,0,0
C01276,2024-12-01,P03,1,149.0,11,15,0.79,3,0,0
C01276,2025-01-01,P03,1,149.0,12,9,0.9,3,0,0
C01276,2025-02-01,P03,1,149.0,13,8,0.95,0,0,0
C01276,2025-03-01,P03,1,149.0,14,18,0.9,3,0,0
C01276,2025-04-01,P03,1,149.0,15,8,0.29,3,2,0
C01276,2025-05-01,P03,1,149.0,16,8,0.7,1,2,0
C01276,2025-06-01,P03,1,149.0,17,11,0.82,1,0,0
C01276,2025-07-01,P03,1,149.0,18,13,0.8,2,1,0
C01276,2025-08-01,P03,1,149.0,19,28,0.58,0,0,0
C01276,2025-09-01,P03,1,149.0,20,14,0.75,4,0,0
C01276,2025-10-01,P03,1,149.0,21,17,0.8,3,0,0
C01276,2025-11-01,P03,1,149.0,22,27,0.65,3,0,0
C01276,2025-12-01,P03,1,149.0,23,23,0.67,1,0,0
C01277,2025-02-01,P01,1,29.0,0,8,0.67,1,1,0
C01277,2025-03-01,P01,1,29.0,1,15,0.44,1,0,0
C01277,2025-04-01,P01,1,29.0,2,8,0.93,0,0,0
C01277,2025-05-01,P01,1,29.0,3,5,0.27,2,3,0
C01277,2025-06-01,P01,1,29.0,4,7,0.5,1,0,0
C01277,2025-07-01,P01,1,29.0,5,12,0.74,3,0,0
C01277,2025-08-01,P01,1,29.0,6,3,0.53,0,0,0
C01277,2025-09-01,P01,1,29.0,7,21,0.95,1,0,0
C01277,2025-10-01,P01,1,29.0,8,15,0.4,4,0,0
C01277,2025-11-01,P01,1,29.0,9,1,0.52,0,0,0
C01277,2025-12-01,P01,1,29.0,10,9,0.64,0,0,0
C01278,2024-06-01,P04,1,399.0,0,10,0.25,0,0,0
C01278,2024-07-01,P04,1,399.0,1,11,0.43,1,0,0
C01278,2024-08-01,P04,1,399.0,2,10,0.55,0,0,0
C01278,2024-09-01,P04,1,399.0,3,0,0.42,2,0,0
C01278,2024-10-01,P04,1,399.0,4,12,0.81,2,0,0
C01278,2024-11-01,P04,1,399.0,5,9,0.51,3,0,0
C01278,2024-12-01,P04,1,399.0,6,2,0.55,4,0,0
C01278,2025-01-01,P04,1,399.0,7,11,0.57,1,0,0
C01278,2025-02-01,P04,1,399.0,8,7,0.69,2,0,0
C01278,2025-03-01,P04,1,399.0,9,18,0.71,2,0,0
C01278,2025-04-01,P04,1,399.0,10,15,0.46,1,0,0
C01278,2025-05-01,P04,1,399.0,11,18,0.65,0,0,0
C01278,2025-06-01,P04,1,399.0,12,11,0.52,0,0,0
C01278,2025-07-01,P04,1,399.0,13,13,0.39,1,0,0
C01278,2025-08-01,P04,1,399.0,14,9,0.93,2,1,0
C01278,2025-09-01,P04,1,399.0,15,12,0.65,0,0,0
C01278,2025-10-01,P04,1,399.0,16,17,0.86,1,0,0
C01278,2025-11-01,P04,1,399.0,17,11,0.62,1,1,0
C01278,2025-12-01,P04,1,399.0,18,11,0.88,0,0,0
C01279,2024-06-01,P01,1,29.0,0,12,0.66,1,0,0
C01279,2024-07-01,P01,1,29.0,1,2,0.73,1,1,0
C01279,2024-08-01,P01,1,29.0,2,15,0.55,0,0,0
C01279,2024-09-01,P01,1,29.0,3,17,0.5,1,0,0
C01279,2024-10-01,P01,1,29.0,4,15,0.52,1,0,0
C01279,2024-11-01,P01,1,29.0,5,7,0.63,1,0,0
C01279,2024-12-01,P01,1,29.0,6,15,0.61,2,3,0
C01279,2025-01-01,P01,1,29.0,7,16,0.38,2,1,0
C01279,2025-02-01,P01,1,29.0,8,18,0.34,0,0,0
C01279,2025-03-01,P02,1,79.0,9,10,0.81,1,0,0
C01279,2025-04-01,P02,1,79.0,10,6,0.54,5,0,0
C01279,2025-05-01,P02,1,79.0,11,17,0.64,2,0,0
C01279,2025-06-01,P02,1,79.0,12,24,0.6,0,0,0
C01279,2025-07-01,P02,1,79.0,13,9,0.53,5,0,0
C01279,2025-08-01,P02,1,79.0,14,21,0.6,0,0,0
C01279,2025-09-01,P02,1,79.0,15,14,0.9,2,0,0
C01279,2025-10-01,P02,1,79.0,16,22,0.49,2,2,0
C01279,2025-11-01,P02,1,79.0,17,22,0.74,0,0,0
C01279,2025-12-01,P02,1,79.0,18,24,0.67,2,0,0
C01280,2024-08-01,P02,1,79.0,0,10,0.43,1,0,0
C01280,2024-09-01,P02,1,79.0,1,10,0.54,2,0,0
C01280,2024-10-01,P02,1,79.0,2,24,0.47,1,0,0
C01280,2024-11-01,P02,1,79.0,3,10,0.57,0,0,0
C01280,2024-12-01,P02,1,79.0,4,10,0.56,1,0,0
C01280,2025-01-01,P02,1,79.0,5,17,0.58,0,0,0
C01280,2025-02-01,P02,1,79.0,6,10,0.54,1,0,0
C01280,2025-03-01,P02,1,79.0,7,15,0.66,0,0,0
C01280,2025-04-01,P02,1,79.0,8,14,0.64,1,0,0
C01280,2025-05-01,P03,1,149.0,9,13,1.0,1,0,0
C01280,2025-06-01,P03,1,149.0,10,8,0.7,2,0,0
C01280,2025-07-01,P03,1,149.0,11,17,0.42,2,0,0
C01280,2025-08-01,P03,1,149.0,12,7,0.54,1,0,0
C01280,2025-09-01,P03,1,149.0,13,13,0.74,1,2,0
C01280,2025-10-01,P03,1,149.0,14,13,0.83,1,0,0
C01280,2025-11-01,P02,1,79.0,15,13,0.65,2,1,0
C01280,2025-12-01,P02,1,79.0,16,10,0.51,0,0,0
C01281,2024-02-01,P04,1,399.0,0,16,0.48,2,0,0
C01281,2024-03-01,P04,1,399.0,1,15,0.58,0,1,0
C01281,2024-04-01,P04,1,399.0,2,6,0.78,1,0,0
C01281,2024-05-01,P04,1,399.0,3,21,0.59,1,0,0
C01281,2024-06-01,P04,1,399.0,4,8,0.68,1,0,0
C01281,2024-07-01,P04,1,399.0,5,18,0.42,2,0,0
C01281,2024-08-01,P04,1,399.0,6,6,0.82,3,0,0
C01281,2024-09-01,P04,1,399.0,7,21,0.58,0,0,0
C01281,2024-10-01,P04,1,399.0,8,18,0.83,3,0,0
C01281,2024-11-01,P04,1,399.0,9,1,0.77,5,0,0
C01281,2024-12-01,P04,1,399.0,10,13,0.66,1,0,0
C01281,2025-01-01,P04,1,399.0,11,5,0.77,0,0,0
C01281,2025-02-01,P04,1,399.0,12,13,0.76,0,0,0
C01281,2025-03-01,P04,1,399.0,13,16,0.75,1,0,0
C01281,2025-04-01,P04,1,399.0,14,12,0.87,0,0,0
C01281,2025-05-01,P04,1,399.0,15,13,0.88,3,0,0
C01281,2025-06-01,P04,1,399.0,16,9,0.42,4,1,0
C01281,2025-07-01,P04,1,399.0,17,17,0.88,3,0,0
C01281,2025-08-01,P04,1,399.0,18,10,0.88,1,1,0
C01281,2025-09-01,P04,1,399.0,19,12,0.71,3,0,0
C01281,2025-10-01,P04,1,399.0,20,18,0.88,2,0,0
C01281,2025-11-01,P04,1,399.0,21,21,0.62,3,0,0
C01281,2025-12-01,P04,1,399.0,22,15,0.4,1,0,0
C01282,2025-03-01,P01,1,29.0,0,6,0.35,0,0,0
C01282,2025-04-01,P01,1,29.0,1,9,0.77,1,0,0
C01282,2025-05-01,P01,1,29.0,2,10,0.42,1,1,0
C01282,2025-06-01,P01,1,29.0,3,10,0.5,1,0,0
C01282,2025-07-01,P01,0,29.0,4,0,0.0,0,0,1
C01282,2025-08-01,,0,0.0,5,0,0.0,0,0,0
C01282,2025-09-01,,0,0.0,6,0,0.0,0,0,0
C01282,2025-10-01,,0,0.0,7,0,0.0,0,0,0
C01282,2025-11-01,,0,0.0,8,0,0.0,0,0,0
C01282,2025-12-01,,0,0.0,9,0,0.0,0,0,0
C01283,2024-02-01,P02,1,79.0,0,11,0.46,1,0,0
C01283,2024-03-01,P02,1,79.0,1,8,0.66,0,3,0
C01283,2024-04-01,P02,1,79.0,2,9,0.61,2,0,0
C01283,2024-05-01,P02,1,79.0,3,10,0.61,0,0,0
C01283,2024-06-01,P02,1,79.0,4,5,0.81,1,0,0
C01283,2024-07-01,P02,1,79.0,5,10,0.43,2,0,0
C01283,2024-08-01,P02,1,79.0,6,9,0.6,0,0,0
C01283,2024-09-01,P02,1,79.0,7,20,0.55,3,0,0
C01283,2024-10-01,P02,1,79.0,8,15,0.7,4,0,0
C01283,2024-11-01,P02,1,79.0,9,7,0.57,2,0,0
C01283,2024-12-01,P02,1,79.0,10,10,0.46,3,0,0
C01283,2025-01-01,P02,1,79.0,11,9,0.68,2,0,0
C01283,2025-02-01,P02,1,79.0,12,13,0.65,1,2,0
C01283,2025-03-01,P02,1,79.0,13,18,1.0,2,1,0
C01283,2025-04-01,P02,1,79.0,14,18,0.53,4,0,0
C01283,2025-05-01,P02,1,79.0,15,16,0.61,1,0,0
C01283,2025-06-01,P02,1,79.0,16,14,1.0,0,0,0
C01283,2025-07-01,P02,1,79.0,17,18,0.29,2,0,0
C01283,2025-08-01,P02,1,79.0,18,17,0.81,3,0,0
C01283,2025-09-01,P02,1,79.0,19,12,0.64,1,0,0
C01283,2025-10-01,P02,1,79.0,20,20,0.58,1,0,0
C01283,2025-11-01,P02,1,79.0,21,17,0.69,0,1,0
C01283,2025-12-01,P02,1,79.0,22,14,0.64,6,0,0
C01284,2025-04-01,P04,1,399.0,0,9,0.38,2,0,0
C01284,2025-05-01,P04,1,399.0,1,1,0.61,1,0,0
C01284,2025-06-01,P04,1,399.0,2,16,0.26,0,0,0
C01284,2025-07-01,P04,1,399.0,3,13,0.49,0,0,0
C01284,2025-08-01,P04,1,399.0,4,16,0.5,1,0,0
C01284,2025-09-01,P04,1,399.0,5,13,0.61,2,0,0
C01284,2025-10-01,P04,1,399.0,6,7,0.64,3,0,0
C01284,2025-11-01,P04,1,399.0,7,7,0.55,0,0,0
C01284,2025-12-01,P04,1,399.0,8,13,0.73,3,1,0
C01285,2025-03-01,P03,1,149.0,0,12,0.71,0,0,0
C01285,2025-04-01,P03,1,149.0,1,14,0.75,2,0,0
C01285,2025-05-01,P03,1,149.0,2,11,0.58,3,2,0
C01285,2025-06-01,P03,1,149.0,3,13,0.52,1,0,0
C01285,2025-07-01,P03,1,149.0,4,7,0.65,4,0,0
C01285,2025-08-01,P03,1,149.0,5,12,0.83,3,0,0
C01285,2025-09-01,P03,1,149.0,6,11,0.77,1,0,0
C01285,2025-10-01,P03,1,149.0,7,13,0.68,3,0,0
C01285,2025-11-01,P03,1,149.0,8,13,0.49,1,0,0
C01285,2025-12-01,P03,1,149.0,9,15,0.63,4,0,0
C01286,2024-08-01,P02,1,79.0,0,15,0.79,0,0,0
C01286,2024-09-01,P02,1,79.0,1,7,0.64,1,0,0
C01286,2024-10-01,P02,1,79.0,2,18,0.51,1,2,0
C01286,2024-11-01,P02,1,79.0,3,9,0.55,0,3,0
C01286,2024-12-01,P02,1,79.0,4,2,0.83,3,0,0
C01286,2025-01-01,P02,1,79.0,5,11,0.6,0,0,0
C01286,2025-02-01,P02,1,79.0,6,0,0.46,1,0,0
C01286,2025-03-01,P02,1,79.0,7,9,0.71,0,0,0
C01286,2025-04-01,P02,1,79.0,8,7,0.84,2,0,0
C01286,2025-05-01,P02,1,79.0,9,15,0.5,0,0,0
C01286,2025-06-01,P02,1,79.0,10,16,0.54,1,1,0
C01286,2025-07-01,P02,1,79.0,11,14,0.69,1,0,0
C01286,2025-08-01,P02,1,79.0,12,14,0.82,2,0,0
C01286,2025-09-01,P02,1,79.0,13,21,0.74,2,0,0
C01286,2025-10-01,P02,1,79.0,14,17,0.58,2,0,0
C01286,2025-11-01,P02,1,79.0,15,15,0.69,1,0,0
C01286,2025-12-01,P02,1,79.0,16,14,0.88,2,0,0
C01287,2024-11-01,P02,1,79.0,0,11,0.46,2,0,0
C01287,2024-12-01,P02,1,79.0,1,9,0.36,3,0,0
C01287,2025-01-01,P02,1,79.0,2,19,0.59,2,0,0
C01287,2025-02-01,P02,1,79.0,3,9,0.66,2,0,0
C01287,2025-03-01,P02,1,79.0,4,8,0.41,2,1,0
C01287,2025-04-01,P02,1,79.0,5,9,0.59,1,0,0
C01287,2025-05-01,P02,1,79.0,6,15,0.72,0,3,0
C01287,2025-06-01,P02,1,79.0,7,10,0.55,1,0,0
C01287,2025-07-01,P03,1,149.0,8,9,0.58,1,0,0
C01287,2025-08-01,P03,1,149.0,9,8,0.53,0,0,0
C01287,2025-09-01,P03,1,149.0,10,19,0.38,3,2,0
C01287,2025-10-01,P03,1,149.0,11,16,0.66,1,0,0
C01287,2025-11-01,P03,1,149.0,12,18,0.38,1,2,0
C01287,2025-12-01,P04,1,399.0,13,12,0.63,1,0,0
C01288,2025-10-01,P03,1,149.0,0,8,0.59,3,0,0
C01288,2025-11-01,P03,1,149.0,1,15,0.41,0,0,0
C01288,2025-12-01,P03,1,149.0,2,15,0.34,2,2,0
C01289,2024-07-01,P01,1,29.0,0,14,0.72,1,0,0
C01289,2024-08-01,P01,1,29.0,1,13,0.63,3,0,0
C01289,2024-09-01,P01,1,29.0,2,10,0.75,1,0,0
C01289,2024-10-01,P01,1,29.0,3,11,0.44,0,0,0
C01289,2024-11-01,P01,1,29.0,4,8,0.7,2,0,0
C01289,2024-12-01,P01,1,29.0,5,7,0.84,1,0,0
C01289,2025-01-01,P01,1,29.0,6,11,0.43,2,1,0
C01289,2025-02-01,P01,1,29.0,7,18,0.47,1,0,0
C01289,2025-03-01,P01,1,29.0,8,13,0.54,2,0,0
C01289,2025-04-01,P01,1,29.0,9,21,0.62,0,0,0
C01289,2025-05-01,P01,1,29.0,10,12,0.51,4,0,0
C01289,2025-06-01,P01,1,29.0,11,11,1.0,2,0,0
C01289,2025-07-01,P01,1,29.0,12,14,0.87,1,0,0
C01289,2025-08-01,P01,1,29.0,13,14,0.65,0,0,0
C01289,2025-09-01,P01,1,29.0,14,12,0.89,1,0,0
C01289,2025-10-01,P01,1,29.0,15,13,0.55,1,1,0
C01289,2025-11-01,P01,1,29.0,16,15,0.63,2,1,0
C01289,2025-12-01,P01,1,29.0,17,13,0.82,2,0,0
C01290,2024-02-01,P03,1,149.0,0,20,0.51,3,1,0
C01290,2024-03-01,P03,1,149.0,1,13,0.68,3,0,0
C01290,2024-04-01,P03,1,149.0,2,9,0.45,1,0,0
C01290,2024-05-01,P03,1,149.0,3,15,0.62,0,0,0
C01290,2024-06-01,P03,1,149.0,4,18,0.59,1,3,0
C01290,2024-07-01,P03,1,149.0,5,15,0.56,4,0,0
C01290,2024-08-01,P03,1,149.0,6,14,0.71,1,0,0
C01290,2024-09-01,P03,1,149.0,7,15,0.52,0,0,0
C01290,2024-10-01,P03,1,149.0,8,14,0.54,1,0,0
C01290,2024-11-01,P03,1,149.0,9,13,0.47,3,0,0
C01290,2024-12-01,P03,1,149.0,10,9,0.66,0,0,0
C01290,2025-01-01,P03,1,149.0,11,13,0.92,0,0,0
C01290,2025-02-01,P03,1,149.0,12,22,0.96,2,0,0
C01290,2025-03-01,P03,1,149.0,13,9,0.77,1,0,0
C01290,2025-04-01,P03,1,149.0,14,18,0.74,1,0,0
C01290,2025-05-01,P03,1,149.0,15,19,0.67,1,1,0
C01290,2025-06-01,P03,1,149.0,16,19,0.54,1,0,0
C01290,2025-07-01,P03,1,149.0,17,21,0.86,1,1,0
C01290,2025-08-01,P03,1,149.0,18,19,0.82,0,0,0
C01290,2025-09-01,P03,1,149.0,19,12,0.54,1,0,0
C01290,2025-10-01,P03,1,149.0,20,20,0.64,1,0,0
C01290,2025-11-01,P03,1,149.0,21,18,0.7,2,0,0
C01290,2025-12-01,P03,1,149.0,22,14,0.79,1,0,0
C01291,2025-10-01,P03,1,149.0,0,9,0.58,2,0,0
C01291,2025-11-01,P03,1,149.0,1,18,0.59,2,0,0
C01291,2025-12-01,P03,1,149.0,2,7,0.53,0,0,0
C01292,2024-10-01,P02,1,79.0,0,9,0.66,1,1,0
C01292,2024-11-01,P02,1,79.0,1,0,0.51,1,0,0
C01292,2024-12-01,P02,1,79.0,2,20,0.61,1,0,0
C01292,2025-01-01,P02,1,79.0,3,9,0.83,0,0,0
C01292,2025-02-01,P02,1,79.0,4,8,0.71,0,0,0
C01292,2025-03-01,P02,1,79.0,5,6,0.64,1,0,0
C01292,2025-04-01,P02,1,79.0,6,16,0.39,1,0,0
C01292,2025-05-01,P02,1,79.0,7,16,0.47,4,0,0
C01292,2025-06-01,P02,1,79.0,8,12,0.43,0,0,0
C01292,2025-07-01,P02,1,79.0,9,16,0.46,2,0,0
C01292,2025-08-01,P02,1,79.0,10,12,0.51,4,0,0
C01292,2025-09-01,P02,1,79.0,11,11,0.44,3,0,0
C01292,2025-10-01,P02,1,79.0,12,2,0.82,0,0,0
C01292,2025-11-01,P02,1,79.0,13,23,0.71,3,0,0
C01292,2025-12-01,P02,1,79.0,14,14,0.64,3,1,0
C01293,2025-06-01,P01,1,29.0,0,13,0.58,1,0,0
C01293,2025-07-01,P01,1,29.0,1,12,0.26,0,0,0
C01293,2025-08-01,P01,1,29.0,2,11,0.76,2,0,0
C01293,2025-09-01,P01,1,29.0,3,17,0.33,4,0,0
C01293,2025-10-01,P02,1,79.0,4,5,0.6,2,0,0
C01293,2025-11-01,P02,1,79.0,5,13,0.25,1,0,0
C01293,2025-12-01,P02,1,79.0,6,6,0.74,2,0,0
C01294,2024-04-01,P03,1,149.0,0,16,0.42,2,0,0
C01294,2024-05-01,P03,1,149.0,1,23,0.65,3,1,0
C01294,2024-06-01,P03,1,149.0,2,14,0.75,0,1,0
C01294,2024-07-01,P03,1,149.0,3,9,0.53,2,0,0
C01294,2024-08-01,P03,1,149.0,4,6,0.38,4,0,0
C01294,2024-09-01,P03,1,149.0,5,17,0.64,0,0,0
C01294,2024-10-01,P03,1,149.0,6,15,0.51,2,0,0
C01294,2024-11-01,P03,1,149.0,7,12,0.66,1,0,0
C01294,2024-12-01,P03,1,149.0,8,23,0.64,0,0,0
C01294,2025-01-01,P03,1,149.0,9,10,0.65,0,1,0
C01294,2025-02-01,P03,1,149.0,10,9,0.49,3,0,0
C01294,2025-03-01,P03,1,149.0,11,7,0.47,3,0,0
C01294,2025-04-01,P03,1,149.0,12,12,0.66,1,0,0
C01294,2025-05-01,P03,1,149.0,13,10,0.83,3,0,0
C01294,2025-06-01,P03,1,149.0,14,11,0.6,5,0,0
C01294,2025-07-01,P03,1,149.0,15,10,0.71,0,0,0
C01294,2025-08-01,P03,1,149.0,16,18,0.75,1,0,0
C01294,2025-09-01,P03,1,149.0,17,18,0.59,3,0,0
C01294,2025-10-01,P03,1,149.0,18,13,0.74,1,0,0
C01294,2025-11-01,P03,1,149.0,19,16,0.58,0,0,0
C01294,2025-12-01,P03,1,149.0,20,11,0.71,2,0,0
C01295,2025-04-01,P01,1,29.0,0,9,0.4,0,0,0
C01295,2025-05-01,P01,1,29.0,1,13,0.59,2,0,0
C01295,2025-06-01,P01,1,29.0,2,10,0.42,1,0,0
C01295,2025-07-01,P01,1,29.0,3,3,0.36,2,0,0
C01295,2025-08-01,P01,1,29.0,4,23,0.69,1,0,0
C01295,2025-09-01,P01,1,29.0,5,4,0.57,4,0,0
C01295,2025-10-01,P01,1,29.0,6,14,0.72,2,0,0
C01295,2025-11-01,P01,1,29.0,7,20,0.87,1,0,0
C01295,2025-12-01,P01,1,29.0,8,15,0.64,2,0,0
C01296,2025-10-01,P03,1,149.0,0,12,0.47,2,0,0
C01296,2025-11-01,P03,1,149.0,1,3,0.69,0,0,0
C01296,2025-12-01,P03,1,149.0,2,13,0.56,1,0,0
C01297,2024-03-01,P03,1,149.0,0,13,0.6,2,0,0
C01297,2024-04-01,P03,1,149.0,1,20,0.5,1,0,0
C01297,2024-05-01,P03,1,149.0,2,13,0.55,2,1,0
C01297,2024-06-01,P03,1,149.0,3,14,0.85,3,2,0
C01297,2024-07-01,P03,1,149.0,4,9,0.67,0,0,0
C01297,2024-08-01,P03,1,149.0,5,15,0.48,1,0,0
C01297,2024-09-01,P03,1,149.0,6,18,0.9,1,0,0
C01297,2024-10-01,P03,1,149.0,7,17,0.78,1,0,0
C01297,2024-11-01,P03,1,149.0,8,19,0.84,1,0,0
C01297,2024-12-01,P03,1,149.0,9,9,0.72,1,0,0
C01297,2025-01-01,P03,1,149.0,10,11,0.61,1,0,0
C01297,2025-02-01,P03,1,149.0,11,18,0.69,3,0,0
C01297,2025-03-01,P03,1,149.0,12,12,0.52,1,0,0
C01297,2025-04-01,P03,1,149.0,13,8,0.76,1,0,0
C01297,2025-05-01,P03,1,149.0,14,6,0.84,2,0,0
C01297,2025-06-01,P03,1,149.0,15,17,0.7,3,0,0
C01297,2025-07-01,P03,1,149.0,16,23,0.68,2,0,0
C01297,2025-08-01,P03,1,149.0,17,15,0.69,3,0,0
C01297,2025-09-01,P03,1,149.0,18,21,0.64,1,0,0
C01297,2025-10-01,P03,1,149.0,19,18,0.64,1,0,0
C01297,2025-11-01,P03,1,149.0,20,13,0.49,0,0,0
C01297,2025-12-01,P03,1,149.0,21,11,0.84,4,0,0
C01298,2024-08-01,P02,1,79.0,0,13,0.22,0,0,0
C01298,2024-09-01,P02,1,79.0,1,17,0.57,2,0,0
C01298,2024-10-01,P02,1,79.0,2,19,0.66,3,0,0
C01298,2024-11-01,P02,1,79.0,3,14,0.69,0,1,0
C01298,2024-12-01,P02,1,79.0,4,10,0.42,0,0,0
C01298,2025-01-01,P02,1,79.0,5,17,0.52,1,0,0
C01298,2025-02-01,P02,1,79.0,6,13,0.55,8,0,0
C01298,2025-03-01,P02,1,79.0,7,13,0.54,1,1,0
C01298,2025-04-01,P02,1,79.0,8,10,0.62,1,0,0
C01298,2025-05-01,P02,1,79.0,9,14,0.64,1,0,0
C01298,2025-06-01,P01,1,29.0,10,11,0.7,3,1,0
C01298,2025-07-01,P01,1,29.0,11,17,0.71,0,0,0
C01298,2025-08-01,P01,0,29.0,12,0,0.0,0,0,1
C01298,2025-09-01,,0,0.0,13,0,0.0,0,0,0
C01298,2025-10-01,,0,0.0,14,0,0.0,0,0,0
C01298,2025-11-01,,0,0.0,15,0,0.0,0,0,0
C01298,2025-12-01,,0,0.0,16,0,0.0,0,0,0
C01299,2024-08-01,P03,1,149.0,0,8,0.44,0,0,0
C01299,2024-09-01,P03,1,149.0,1,22,0.78,4,0,0
C01299,2024-10-01,P03,1,149.0,2,9,0.05,3,0,0
C01299,2024-11-01,P03,1,149.0,3,13,0.64,0,0,0
C01299,2024-12-01,P03,1,149.0,4,19,0.4,2,1,0
C01299,2025-01-01,P03,1,149.0,5,13,0.79,4,2,0
C01299,2025-02-01,P03,1,149.0,6,15,0.38,3,0,0
C01299,2025-03-01,P03,1,149.0,7,12,0.61,0,0,0
C01299,2025-04-01,P03,1,149.0,8,24,0.43,0,0,0
C01299,2025-05-01,P03,1,149.0,9,10,0.85,1,0,0
C01299,2025-06-01,P03,1,149.0,10,19,0.75,1,0,0
C01299,2025-07-01,P03,1,149.0,11,13,0.54,2,2,0
C01299,2025-08-01,P03,1,149.0,12,14,0.79,1,1,0
C01299,2025-09-01,P03,1,149.0,13,15,0.79,1,0,0
C01299,2025-10-01,P03,1,149.0,14,15,0.48,3,0,0
C01299,2025-11-01,P03,1,149.0,15,11,0.32,3,0,0
C01299,2025-12-01,P03,1,149.0,16,18,0.51,1,1,0
C01300,2024-06-01,P02,1,79.0,0,14,0.72,1,0,0
C01300,2024-07-01,P02,1,79.0,1,12,0.48,1,0,0
C01300,2024-08-01,P02,1,79.0,2,13,0.71,1,0,0
C01300,2024-09-01,P02,1,79.0,3,15,0.52,1,0,0
C01300,2024-10-01,P02,1,79.0,4,12,0.4,3,0,0
C01300,2024-11-01,P02,1,79.0,5,10,0.66,2,0,0
C01300,2024-12-01,P02,1,79.0,6,11,0.64,0,0,0
C01300,2025-01-01,P02,1,79.0,7,15,0.53,1,0,0
C01300,2025-02-01,P02,1,79.0,8,14,0.68,2,0,0
C01300,2025-03-01,P02,1,79.0,9,17,0.58,0,1,0
C01300,2025-04-01,P02,1,79.0,10,23,0.61,3,0,0
C01300,2025-05-01,P02,1,79.0,11,20,0.72,2,0,0
C01300,2025-06-01,P02,1,79.0,12,16,0.79,1,0,0
C01300,2025-07-01,P02,1,79.0,13,15,0.67,2,0,0
C01300,2025-08-01,P02,1,79.0,14,12,0.56,1,0,0
C01300,2025-09-01,P02,1,79.0,15,3,0.75,0,0,0
C01300,2025-10-01,P02,1,79.0,16,11,0.62,2,0,0
C01300,2025-11-01,P02,1,79.0,17,16,0.76,3,0,0
C01300,2025-12-01,P02,1,79.0,18,18,0.38,3,0,0
C01301,2024-08-01,P03,1,149.0,0,19,0.68,2,0,0
C01301,2024-09-01,P03,1,149.0,1,10,0.56,0,0,0
C01301,2024-10-01,P03,1,149.0,2,10,0.63,2,0,0
C01301,2024-11-01,P03,1,149.0,3,15,0.62,1,0,0
C01301,2024-12-01,P03,1,149.0,4,14,0.61,2,0,0
C01301,2025-01-01,P03,1,149.0,5,16,0.53,1,0,0
C01301,2025-02-01,P03,1,149.0,6,5,0.58,0,0,0
C01301,2025-03-01,P03,1,149.0,7,13,0.77,2,0,0
C01301,2025-04-01,P03,1,149.0,8,8,0.48,3,0,0
C01301,2025-05-01,P03,1,149.0,9,19,0.41,1,1,0
C01301,2025-06-01,P03,1,149.0,10,7,0.79,1,0,0
C01301,2025-07-01,P03,1,149.0,11,13,0.71,0,0,0
C01301,2025-08-01,P03,1,149.0,12,12,0.77,0,0,0
C01301,2025-09-01,P03,1,149.0,13,17,0.74,2,1,0
C01301,2025-10-01,P03,1,149.0,14,19,0.7,0,0,0
C01301,2025-11-01,P03,1,149.0,15,22,0.59,1,0,0
C01301,2025-12-01,P03,1,149.0,16,26,0.74,1,1,0
C01302,2025-06-01,P02,1,79.0,0,15,0.34,1,0,0
C01302,2025-07-01,P02,1,79.0,1,11,0.72,1,0,0
C01302,2025-08-01,P02,1,79.0,2,10,0.45,1,0,0
C01302,2025-09-01,P02,1,79.0,3,17,0.66,2,1,0
C01302,2025-10-01,P02,1,79.0,4,10,0.75,2,0,0
C01302,2025-11-01,P02,1,79.0,5,23,0.69,1,0,0
C01302,2025-12-01,P02,0,79.0,6,0,0.0,0,0,1
C01303,2025-05-01,P03,1,149.0,0,15,0.77,1,0,0
C01303,2025-06-01,P03,1,149.0,1,14,0.74,2,0,0
C01303,2025-07-01,P03,1,149.0,2,17,0.16,1,0,0
C01303,2025-08-01,P03,1,149.0,3,12,0.43,1,1,0
C01303,2025-09-01,P03,1,149.0,4,1,0.8,0,0,0
C01303,2025-10-01,P03,1,149.0,5,12,0.8,0,0,0
C01303,2025-11-01,P03,1,149.0,6,14,0.58,1,0,0
C01303,2025-12-01,P02,1,79.0,7,15,0.49,2,0,0
C01304,2025-08-01,P01,1,29.0,0,12,0.51,3,0,0
C01304,2025-09-01,P01,1,29.0,1,13,0.53,4,0,0
C01304,2025-10-01,P01,1,29.0,2,15,0.51,0,0,0
C01304,2025-11-01,P01,1,29.0,3,9,0.63,2,0,0
C01304,2025-12-01,P01,1,29.0,4,14,0.49,0,0,0
