customer_id,company_name,signup_date,country,industry,company_size,acquisition_channel,sales_region
C02118,Core Analytics,2025-08-03,UK,Other,Large,Organic Search,Europe
C02119,Vertex Technologies,2024-04-12,India,Retail,Enterprise,Referral,APAC
C02120,Prime Systems,2025-05-26,USA,Healthcare,Medium,Email Marketing,North America
C02121,Fusion Group,2024-06-20,USA,Healthcare,Small,Organic Search,North America
C02122,Next Software,2024-09-04,USA,Education,Medium,Paid Search,North America
C02123,Nova Networks,2025-07-16,USA,Retail,Small,Paid Search,North America
C02124,Apex Analytics,2024-01-13,UK,Education,Large,Partner,Europe
C02125,Bright Services,2024-05-12,UK,Finance,Enterprise,Organic Search,Europe
C02126,Digital Group,2024-06-02,Other,Retail,Small,Paid Search,Other
C02127,Digital Group,2025-10-15,Other,Manufacturing,Small,Organic Search,Other
C02128,Blue Labs,2024-03-05,Germany,Other,Medium,Paid Search,Europe
C02129,Summit Solutions,2025-01-15,India,Finance,Large,Paid Social,APAC
C02130,Core Services,2024-02-21,USA,Education,Large,Organic Search,North America
C02131,Apex Solutions,2024-02-10,UK,Technology,Medium,Organic Search,Europe
C02132,Fusion Technologies,2025-06-01,Germany,Healthcare,Small,Email Marketing,Europe
C02133,Nova Software,2024-06-04,India,Retail,Medium,Paid Search,APAC
C02134,Fusion Technologies,2025-08-18,USA,Healthcare,Large,Organic Search,North America
C02135,Cloud Services,2024-06-16,UK,Retail,Small,Partner,Europe
C02136,Core Software,2025-12-01,USA,Technology,Medium,Partner,North America
C02137,Next Software,2025-09-28,USA,Finance,Medium,Partner,North America
C02138,Nova Analytics,2025-01-01,Germany,Marketing,Large,Organic Search,Europe
C02139,Apex Systems,2025-04-23,USA,Professional Services,Small,Referral,North America
C02140,Digital Technologies,2024-01-31,USA,Education,Small,Paid Social,North America
C02141,Fusion Technologies,2025-06-27,USA,Education,Medium,Paid Search,North America
C02142,Fusion Systems,2025-09-27,India,Manufacturing,Medium,Organic Search,APAC
C02143,Prime Labs,2025-10-21,UK,Other,Large,Paid Search,Europe
C02144,Fusion Services,2025-02-21,India,Technology,Medium,Organic Search,APAC
C02145,Fusion Services,2025-01-15,Singapore,Healthcare,Large,Paid Search,APAC
C02146,Vertex Systems,2024-06-01,USA,Finance,Large,Referral,North America
C02147,Blue Systems,2024-08-08,Other,Finance,Small,Paid Social,Other
C02148,Nova Services,2024-03-05,India,Technology,Small,Paid Social,APAC
C02149,Prime Group,2025-07-07,USA,Finance,Small,Referral,North America
C02150,Summit Solutions,2024-03-07,USA,Education,Large,Paid Social,North America
C02151,Apex Networks,2025-05-02,USA,Technology,Large,Email Marketing,North America
C02152,Next Networks,2025-06-01,India,Manufacturing,Small,Paid Search,APAC
C02153,Nova Technologies,2024-12-25,India,Finance,Small,Paid Social,APAC
C02154,Blue Software,2025-07-24,Germany,Technology,Small,Referral,Europe
C02155,Nova Technologies,2025-07-21,UK,Retail,Medium,Paid Search,Europe
C02156,Next Software,2024-07-30,USA,Education,Small,Sales,North America
C02157,Apex Labs,2025-03-17,USA,Technology,Medium,Paid Social,North America
C02158,Nova Networks,2024-10-05,Other,Education,Medium,Organic Search,Other
C02159,Fusion Works,2024-11-25,India,Healthcare,Small,Referral,APAC
C02160,Digital Solutions,2025-03-25,USA,Retail,Small,Sales,North America
C02161,Digital Systems,2025-01-27,India,Finance,Small,Organic Search,APAC
C02162,Summit Group,2024-10-18,India,Retail,Small,Referral,APAC
C02163,Cloud Labs,2024-10-26,India,Other,Medium,Partner,APAC
C02164,Fusion Services,2024-11-04,Singapore,Healthcare,Small,Email Marketing,APAC
C02165,Core Technologies,2025-05-15,Other,Retail,Large,Referral,Other
C02166,Fusion Group,2025-01-07,Australia,Technology,Small,Referral,APAC
C02167,Core Analytics,2025-08-23,Singapore,Retail,Small,Organic Search,APAC
C02168,Apex Group,2025-02-17,Australia,Healthcare,Medium,Organic Search,APAC
C02169,Fusion Works,2024-02-01,Australia,Education,Large,Paid Social,APAC
C02170,Nova Software,2024-02-13,Australia,Education,Large,Organic Search,APAC
C02171,Prime Solutions,2025-08-04,USA,Technology,Enterprise,Paid Search,North America
C02172,Vertex Services,2024-08-26,Australia,Education,Medium,Paid Social,APAC
C02173,Summit Networks,2025-11-04,India,Technology,Medium,Paid Search,APAC
C02174,Prime Analytics,2024-03-05,USA,Technology,Medium,Paid Search,North America
C02175,Digital Solutions,2025-08-29,USA,Education,Small,Partner,North America
C02176,Blue Software,2024-07-10,India,Manufacturing,Small,Paid Search,APAC
C02177,Prime Technologies,2025-01-27,USA,Healthcare,Medium,Sales,North America
C02178,Nova Technologies,2024-07-02,UK,Technology,Small,Organic Search,Europe
C02179,Prime Systems,2024-09-10,Australia,Retail,Medium,Paid Social,APAC
C02180,Vertex Solutions,2024-08-04,India,Healthcare,Large,Paid Search,APAC
C02181,Fusion Systems,2025-04-02,USA,Manufacturing,Medium,Sales,North America
C02182,Apex Networks,2025-02-06,USA,Retail,Enterprise,Paid Search,North America
C02183,Fusion Services,2025-01-23,Germany,Healthcare,Small,Paid Search,Europe
C02184,Core Systems,2024-05-13,Germany,Technology,Large,Organic Search,Europe
C02185,Cloud Technologies,2024-02-17,UK,Manufacturing,Small,Paid Search,Europe
C02186,Prime Analytics,2024-03-19,Singapore,Technology,Small,Referral,APAC
C02187,Summit Software,2025-04-12,UK,Professional Services,Small,Paid Social,Europe
C02188,Prime Software,2025-04-10,USA,Retail,Large,Paid Search,North America
C02189,Prime Technologies,2025-07-16,India,Finance,Medium,Paid Search,APAC
C02190,Nova Technologies,2024-12-23,Canada,Technology,Small,Organic Search,North America
C02191,Summit Group,2025-05-28,USA,Marketing,Small,Organic Search,North America
C02192,Vertex Group,2024-06-20,Germany,Other,Small,Organic Search,Europe
C02193,Bright Labs,2024-01-06,UK,Retail,Small,Email Marketing,Europe
C02194,Blue Solutions,2025-01-26,India,Finance,Small,Organic Search,APAC
C02195,Core Technologies,2025-01-16,USA,Healthcare,Medium,Sales,North America
C02196,Digital Systems,2024-09-24,India,Professional Services,Small,Paid Search,APAC
C02197,Fusion Software,2025-03-13,USA,Technology,Large,Referral,North America
C02198,Next Group,2025-10-08,India,Finance,Small,Sales,APAC
C02199,Vertex Networks,2024-09-21,USA,Technology,Medium,Referral,North America
C02200,Core Systems,2025-08-27,Canada,Finance,Medium,Referral,North America
C02201,Next Works,2024-02-29,UK,Professional Services,Medium,Paid Social,Europe
C02202,Digital Networks,2025-04-02,USA,Education,Medium,Referral,North America
C02203,Fusion Networks,2024-10-05,USA,Professional Services,Small,Referral,North America
C02204,Next Works,2025-04-02,Germany,Healthcare,Small,Sales,Europe
C02205,Bright Networks,2025-02-01,Other,Marketing,Large,Partner,Other
C02206,Cloud Technologies,2024-07-04,UK,Technology,Large,Paid Social,Europe
C02207,Next Analytics,2025-10-20,India,Retail,Small,Paid Search,APAC
C02208,Fusion Technologies,2024-06-02,Germany,Healthcare,Small,Email Marketing,Europe
C02209,Vertex Works,2025-11-29,India,Manufacturing,Small,Paid Search,APAC
C02210,Summit Group,2025-04-20,Canada,Finance,Medium,Organic Search,North America
C02211,Apex Labs,2025-08-07,India,Marketing,Small,Sales,APAC
C02212,Nova Networks,2024-02-28,USA,Finance,Medium,Paid Search,North America
C02213,Blue Services,2025-11-19,Canada,Retail,Small,Email Marketing,North America
C02214,Fusion Group,2024-03-28,Other,Finance,Small,Organic Search,Other
C02215,Blue Labs,2024-07-21,Germany,Technology,Large,Paid Search,Europe
C02216,Core Technologies,2024-09-19,USA,Other,Medium,Partner,North America
C02217,Nova Labs,2024-04-07,USA,Retail,Small,Organic Search,North America
C02218,Nova Labs,2025-02-03,India,Manufacturing,Medium,Email Marketing,APAC
C02219,Blue Software,2024-12-10,Australia,Finance,Small,Referral,APAC
C02220,Core Technologies,2025-06-08,India,Marketing,Small,Organic Search,APAC
C02221,Bright Networks,2024-01-17,USA,Professional Services,Small,Email Marketing,North America
C02222,Summit Services,2025-02-11,India,Retail,Small,Organic Search,APAC
C02223,Vertex Services,2025-02-14,Canada,Professional Services,Small,Paid Search,North America
C02224,Bright Technologies,2024-11-17,USA,Education,Small,Paid Search,North America
C02225,Digital Services,2025-03-25,UK,Manufacturing,Small,Organic Search,Europe
C02226,Prime Technologies,2024-11-29,USA,Healthcare,Medium,Paid Search,North America
C02227,Fusion Solutions,2025-08-17,USA,Finance,Small,Paid Search,North America
C02228,Digital Works,2024-08-24,Other,Manufacturing,Small,Referral,Other
C02229,Digital Software,2025-07-29,USA,Finance,Small,Organic Search,North America
C02230,Cloud Labs,2024-12-21,India,Technology,Medium,Email Marketing,APAC
C02231,Digital Solutions,2025-02-10,Other,Manufacturing,Medium,Partner,Other
C02232,Fusion Analytics,2024-03-19,USA,Technology,Small,Organic Search,North America
C02233,Core Networks,2025-04-13,USA,Manufacturing,Large,Partner,North America
C02234,Prime Technologies,2024-04-30,USA,Retail,Large,Organic Search,North America
C02235,Next Works,2025-03-02,Australia,Marketing,Large,Paid Search,APAC
C02236,Cloud Group,2025-05-20,USA,Education,Medium,Partner,North America
C02237,Core Analytics,2024-02-07,India,Retail,Small,Sales,APAC
C02238,Next Works,2024-08-01,India,Technology,Medium,Referral,APAC
C02239,Fusion Labs,2024-12-27,Singapore,Education,Small,Organic Search,APAC
C02240,Core Networks,2024-12-12,Canada,Marketing,Medium,Organic Search,North America
C02241,Digital Networks,2025-07-12,USA,Technology,Medium,Partner,North America
C02242,Cloud Group,2024-08-19,India,Finance,Medium,Organic Search,APAC
C02243,Vertex Labs,2024-06-21,UK,Marketing,Medium,Partner,Europe
C02244,Nova Labs,2025-09-29,India,Marketing,Small,Organic Search,APAC
C02245,Blue Group,2024-05-22,USA,Finance,Small,Organic Search,North America
C02246,Summit Technologies,2024-01-14,India,Marketing,Small,Email Marketing,APAC
C02247,Core Works,2024-02-09,Canada,Professional Services,Small,Sales,North America
C02248,Summit Analytics,2025-08-25,Other,Healthcare,Medium,Partner,Other
C02249,Digital Labs,2025-07-15,India,Marketing,Enterprise,Partner,APAC
C02250,Apex Works,2025-03-12,Canada,Technology,Large,Partner,North America
C02251,Next Systems,2025-08-23,India,Retail,Medium,Email Marketing,APAC
C02252,Blue Works,2025-06-07,India,Retail,Medium,Referral,APAC
C02253,Apex Solutions,2025-04-10,USA,Finance,Medium,Sales,North America
C02254,Fusion Solutions,2024-08-21,UK,Retail,Small,Organic Search,Europe
C02255,Summit Solutions,2024-08-03,USA,Manufacturing,Medium,Referral,North America
C02256,Digital Group,2025-01-25,USA,Technology,Small,Organic Search,North America
C02257,Fusion Services,2025-02-02,India,Manufacturing,Small,Sales,APAC
C02258,Nova Software,2024-01-10,USA,Marketing,Medium,Paid Search,North America
C02259,Apex Solutions,2024-10-22,Australia,Marketing,Small,Referral,APAC
C02260,Fusion Services,2024-05-25,Germany,Marketing,Small,Partner,Europe
C02261,Bright Works,2024-11-29,UK,Other,Small,Referral,Europe
C02262,Summit Labs,2024-05-12,India,Retail,Medium,Paid Search,APAC
C02263,Fusion Networks,2025-06-25,USA,Technology,Small,Sales,North America
C02264,Fusion Technologies,2024-02-26,UK,Professional Services,Small,Paid Search,Europe
C02265,Apex Solutions,2024-04-10,India,Healthcare,Medium,Sales,APAC
C02266,Next Services,2025-05-30,USA,Technology,Large,Organic Search,North America
C02267,Blue Services,2024-10-27,India,Technology,Small,Referral,APAC
C02268,Prime Systems,2024-01-17,USA,Manufacturing,Small,Sales,North America
C02269,Cloud Group,2025-01-25,Australia,Marketing,Enterprise,Paid Search,APAC
C02270,Cloud Systems,2025-11-10,USA,Manufacturing,Medium,Organic Search,North America
C02271,Cloud Analytics,2025-05-14,USA,Healthcare,Medium,Paid Social,North America
C02272,Cloud Labs,2024-08-09,Canada,Retail,Medium,Referral,North America
C02273,Prime Analytics,2025-08-26,Australia,Finance,Small,Organic Search,APAC
C02274,Digital Networks,2025-03-24,India,Healthcare,Small,Sales,APAC
C02275,Prime Works,2025-10-04,Canada,Technology,Small,Referral,North America
C02276,Bright Solutions,2025-01-14,India,Healthcare,Small,Email Marketing,APAC
C02277,Core Solutions,2024-02-14,India,Technology,Enterprise,Organic Search,APAC
C02278,Apex Labs,2025-07-02,India,Technology,Enterprise,Paid Search,APAC
C02279,Cloud Analytics,2024-09-27,UK,Retail,Small,Paid Search,Europe
C02280,Bright Analytics,2025-09-01,Canada,Retail,Small,Organic Search,North America
C02281,Apex Group,2024-08-15,Singapore,Professional Services,Medium,Organic Search,APAC
C02282,Next Solutions,2025-05-24,UK,Technology,Enterprise,Paid Social,Europe
C02283,Prime Solutions,2024-06-27,India,Technology,Medium,Sales,APAC
C02284,Nova Solutions,2024-12-19,Germany,Technology,Small,Organic Search,Europe
C02285,Blue Analytics,2024-05-24,Singapore,Retail,Large,Organic Search,APAC
C02286,Apex Networks,2024-03-09,USA,Manufacturing,Large,Partner,North America
C02287,Summit Systems,2025-06-10,USA,Finance,Large,Organic Search,North America
C02288,Summit Systems,2025-05-30,USA,Marketing,Small,Referral,North America
C02289,Summit Labs,2025-02-22,USA,Marketing,Large,Organic Search,North America
C02290,Cloud Systems,2024-03-30,India,Manufacturing,Small,Organic Search,APAC
C02291,Digital Group,2025-04-06,USA,Finance,Small,Organic Search,North America
C02292,Prime Services,2025-10-24,USA,Healthcare,Small,Paid Search,North America
C02293,Apex Analytics,2025-10-20,India,Technology,Small,Organic Search,APAC
C02294,Summit Services,2025-04-09,India,Manufacturing,Enterprise,Referral,APAC
C02295,Core Works,2024-03-23,India,Technology,Small,Organic Search,APAC
C02296,Vertex Networks,2024-10-13,USA,Marketing,Large,Email Marketing,North America
C02297,Bright Services,2024-07-05,India,Technology,Large,Sales,APAC
C02298,Apex Networks,2024-07-18,USA,Technology,Medium,Paid Search,North America
C02299,Next Systems,2024-08-14,Germany,Finance,Large,Sales,Europe
C02300,Core Networks,2024-09-08,USA,Manufacturing,Small,Organic Search,North America
C02301,Prime Labs,2025-02-23,Canada,Retail,Small,Sales,North America
C02302,Cloud Labs,2025-02-19,USA,Healthcare,Medium,Sales,North America
C02303,Apex Labs,2024-08-31,USA,Technology,Medium,Partner,North America
C02304,Next Labs,2025-05-14,UK,Education,Medium,Paid Social,Europe
C02305,Summit Software,2024-05-20,Australia,Retail,Medium,Organic Search,APAC
C02306,Prime Labs,2025-02-13,USA,Technology,Small,Paid Social,North America
C02307,Nova Analytics,2024-02-19,Canada,Technology,Medium,Organic Search,North America
C02308,Blue Services,2024-10-25,USA,Retail,Small,Organic Search,North America
C02309,Prime Systems,2025-07-13,India,Professional Services,Small,Referral,APAC
C02310,Nova Systems,2024-04-25,Germany,Technology,Small,Organic Search,Europe
C02311,Bright Software,2025-08-05,Other,Marketing,Small,Paid Search,Other
C02312,Bright Software,2025-05-12,USA,Technology,Small,Paid Search,North America
C02313,Vertex Software,2025-07-03,Other,Healthcare,Medium,Paid Search,Other
C02314,Nova Technologies,2024-10-30,Australia,Professional Services,Medium,Referral,APAC
C02315,Bright Solutions,2024-06-12,USA,Healthcare,Small,Paid Social,North America
C02316,Fusion Solutions,2024-09-04,India,Other,Small,Sales,APAC
C02317,Apex Solutions,2025-03-22,Germany,Education,Medium,Email Marketing,Europe
C02318,Blue Analytics,2025-02-19,Australia,Professional Services,Small,Email Marketing,APAC
C02319,Core Systems,2025-09-04,India,Marketing,Large,Sales,APAC
C02320,Fusion Analytics,2025-07-02,USA,Marketing,Medium,Paid Search,North America
C02321,Bright Analytics,2024-06-24,Germany,Manufacturing,Medium,Paid Search,Europe
C02322,Prime Analytics,2024-11-02,Australia,Finance,Small,Partner,APAC
C02323,Cloud Labs,2025-07-05,USA,Professional Services,Small,Organic Search,North America
C02324,Apex Software,2024-09-14,Australia,Finance,Small,Organic Search,APAC
C02325,Summit Works,2024-01-28,Canada,Healthcare,Medium,Organic Search,North America
C02326,Prime Networks,2025-08-14,USA,Finance,Small,Sales,North America
C02327,Blue Software,2024-05-14,Other,Finance,Medium,Organic Search,Other
C02328,Next Technologies,2024-03-01,USA,Retail,Medium,Organic Search,North America
C02329,Core Solutions,2025-11-24,India,Retail,Medium,Organic Search,APAC
C02330,Vertex Networks,2025-06-26,India,Healthcare,Large,Sales,APAC
C02331,Cloud Works,2024-11-18,Singapore,Finance,Medium,Email Marketing,APAC
C02332,Nova Works,2024-03-05,India,Other,Small,Paid Search,APAC
C02333,Nova Works,2024-12-31,USA,Other,Small,Organic Search,North America
C02334,Apex Solutions,2024-05-12,USA,Marketing,Medium,Organic Search,North America
C02335,Nova Technologies,2025-02-22,USA,Finance,Medium,Referral,North America
C02336,Nova Systems,2024-09-27,USA,Healthcare,Large,Referral,North America
C02337,Blue Analytics,2025-06-18,USA,Healthcare,Small,Sales,North America
C02338,Apex Works,2025-08-19,Germany,Professional Services,Small,Organic Search,Europe
C02339,Summit Technologies,2024-09-17,Canada,Marketing,Medium,Partner,North America
C02340,Cloud Software,2024-07-02,USA,Technology,Small,Referral,North America
C02341,Bright Services,2025-06-02,USA,Other,Small,Sales,North America
C02342,Prime Analytics,2025-03-21,USA,Healthcare,Small,Paid Social,North America
C02343,Bright Services,2025-05-26,India,Professional Services,Large,Sales,APAC
C02344,Core Works,2024-06-29,India,Finance,Medium,Paid Social,APAC
C02345,Core Labs,2024-08-31,India,Technology,Medium,Partner,APAC
C02346,Summit Group,2025-02-21,USA,Education,Small,Sales,North America
C02347,Vertex Labs,2025-05-13,India,Education,Medium,Referral,APAC
C02348,Bright Software,2024-10-16,Australia,Manufacturing,Small,Paid Search,APAC
C02349,Fusion Services,2024-09-18,India,Healthcare,Large,Partner,APAC
C02350,Next Services,2024-11-15,India,Technology,Enterprise,Sales,APAC
C02351,Bright Analytics,2025-04-08,Other,Finance,Large,Paid Search,Other
C02352,Core Software,2025-04-24,USA,Technology,Small,Organic Search,North America
C02353,Apex Group,2024-08-29,Other,Marketing,Small,Paid Search,Other
C02354,Core Solutions,2024-04-23,Germany,Education,Large,Sales,Europe
C02355,Next Solutions,2024-07-25,Germany,Marketing,Enterprise,Paid Search,Europe
C02356,Summit Group,2024-08-12,USA,Technology,Small,Partner,North America
C02357,Nova Systems,2025-10-31,India,Professional Services,Small,Sales,APAC
C02358,Prime Solutions,2024-11-03,Singapore,Retail,Small,Partner,APAC
C02359,Blue Labs,2024-11-12,USA,Technology,Large,Organic Search,North America
C02360,Summit Technologies,2024-08-02,UK,Retail,Medium,Organic Search,Europe
C02361,Nova Solutions,2024-12-31,Canada,Education,Medium,Partner,North America
C02362,Blue Services,2024-04-21,Singapore,Other,Medium,Paid Social,APAC
C02363,Core Systems,2024-05-29,USA,Marketing,Medium,Organic Search,North America
C02364,Digital Systems,2024-11-14,USA,Other,Large,Partner,North America
C02365,Bright Solutions,2025-09-22,USA,Finance,Small,Referral,North America
C02366,Fusion Technologies,2025-06-26,USA,Marketing,Small,Referral,North America
C02367,Summit Networks,2025-04-08,USA,Finance,Medium,Organic Search,North America
C02368,Digital Systems,2024-03-15,USA,Professional Services,Small,Paid Search,North America
C02369,Digital Solutions,2025-02-14,Australia,Other,Small,Paid Search,APAC
C02370,Next Networks,2024-05-12,USA,Technology,Small,Organic Search,North America
C02371,Cloud Services,2025-08-10,USA,Finance,Medium,Sales,North America
C02372,Core Analytics,2024-03-02,USA,Healthcare,Large,Email Marketing,North America
C02373,Nova Analytics,2024-07-20,India,Technology,Large,Sales,APAC
C02374,Next Systems,2024-07-09,Other,Retail,Small,Referral,Other
C02375,Blue Services,2025-10-26,India,Marketing,Large,Email Marketing,APAC
C02376,Bright Technologies,2025-03-25,USA,Retail,Large,Paid Social,North America
C02377,Core Analytics,2024-06-25,USA,Education,Large,Organic Search,North America
C02378,Prime Services,2025-01-01,India,Finance,Small,Email Marketing,APAC
C02379,Fusion Services,2024-06-06,India,Marketing,Small,Organic Search,APAC
C02380,Blue Solutions,2024-11-28,UK,Marketing,Small,Paid Search,Europe
C02381,Blue Services,2024-05-20,UK,Professional Services,Medium,Organic Search,Europe
C02382,Cloud Systems,2024-11-14,India,Manufacturing,Medium,Paid Search,APAC
C02383,Next Solutions,2025-01-22,Other,Other,Medium,Paid Search,Other
C02384,Blue Services,2025-05-28,Australia,Professional Services,Medium,Organic Search,APAC
C02385,Summit Systems,2025-07-24,India,Professional Services,Small,Organic Search,APAC
C02386,Apex Works,2025-06-16,USA,Technology,Small,Partner,North America
C02387,Cloud Networks,2025-10-07,UK,Professional Services,Medium,Organic Search,Europe
C02388,Core Solutions,2024-09-19,Germany,Education,Enterprise,Paid Search,Europe
C02389,Nova Solutions,2024-06-10,Other,Healthcare,Large,Paid Search,Other
C02390,Cloud Systems,2024-06-04,India,Manufacturing,Large,Partner,APAC
C02391,Blue Labs,2024-03-02,USA,Finance,Medium,Referral,North America
C02392,Vertex Networks,2024-06-25,India,Education,Small,Paid Search,APAC
C02393,Vertex Software,2024-07-13,USA,Retail,Small,Paid Search,North America
C02394,Prime Services,2025-01-02,India,Education,Large,Paid Search,APAC
C02395,Blue Labs,2025-05-13,Canada,Healthcare,Large,Paid Social,North America
C02396,Blue Networks,2025-08-12,India,Manufacturing,Small,Paid Search,APAC
C02397,Summit Software,2025-10-19,USA,Marketing,Medium,Paid Search,North America
C02398,Vertex Systems,2024-01-21,USA,Technology,Large,Organic Search,North America
C02399,Blue Systems,2025-05-25,USA,Professional Services,Medium,Paid Search,North America
C02400,Digital Solutions,2025-05-30,India,Healthcare,Large,Paid Social,APAC
C02401,Cloud Solutions,2025-11-22,Other,Education,Medium,Organic Search,Other
C02402,Digital Group,2025-02-03,USA,Healthcare,Medium,Sales,North America
C02403,Cloud Systems,2025-09-03,USA,Education,Small,Paid Search,North America
C02404,Nova Software,2024-06-06,UK,Technology,Large,Paid Search,Europe
C02405,Apex Analytics,2025-02-21,Australia,Retail,Medium,Paid Search,APAC
C02406,Blue Networks,2024-09-02,Singapore,Marketing,Medium,Paid Social,APAC
C02407,Fusion Technologies,2024-08-01,USA,Retail,Medium,Referral,North America
C02408,Prime Systems,2025-11-24,USA,Marketing,Medium,Sales,North America
C02409,Vertex Labs,2025-05-13,USA,Other,Enterprise,Partner,North America
C02410,Apex Systems,2025-08-15,India,Education,Small,Paid Search,APAC
C02411,Prime Group,2024-01-21,USA,Education,Medium,Sales,North America
C02412,Digital Analytics,2025-04-04,India,Finance,Medium,Sales,APAC
C02413,Fusion Works,2024-06-17,USA,Finance,Large,Referral,North America
C02414,Fusion Works,2024-04-20,Australia,Professional Services,Small,Sales,APAC
C02415,Core Systems,2024-01-13,Canada,Professional Services,Small,Paid Search,North America
C02416,Next Labs,2025-04-25,Germany,Technology,Small,Sales,Europe
C02417,Bright Works,2025-04-17,Other,Finance,Small,Paid Search,Other
C02418,Digital Group,2024-08-06,UK,Technology,Medium,Paid Search,Europe
C02419,Prime Solutions,2024-01-16,UK,Technology,Small,Organic Search,Europe
C02420,Prime Group,2024-08-01,India,Retail,Small,Organic Search,APAC
C02421,Cloud Software,2025-01-14,USA,Technology,Medium,Sales,North America
C02422,Nova Technologies,2025-11-03,Canada,Retail,Large,Organic Search,North America
C02423,Core Works,2025-03-11,Singapore,Retail,Medium,Paid Social,APAC
C02424,Cloud Group,2024-09-21,India,Education,Medium,Referral,APAC
C02425,Summit Solutions,2024-09-20,USA,Technology,Large,Email Marketing,North America
C02426,Nova Labs,2024-09-29,USA,Technology,Medium,Organic Search,North America
C02427,Blue Solutions,2025-10-08,India,Finance,Large,Partner,APAC
C02428,Summit Technologies,2025-03-05,Canada,Technology,Small,Paid Social,North America
C02429,Nova Analytics,2025-03-17,USA,Technology,Small,Organic Search,North America
C02430,Vertex Software,2024-06-08,USA,Education,Small,Email Marketing,North America
C02431,Vertex Technologies,2024-11-04,UK,Technology,Large,Paid Social,Europe
C02432,Next Analytics,2024-03-28,Singapore,Technology,Large,Referral,APAC
C02433,Bright Solutions,2025-04-12,USA,Retail,Small,Sales,North America
C02434,Blue Analytics,2025-01-01,USA,Retail,Medium,Paid Social,North America
C02435,Core Software,2024-12-12,USA,Finance,Medium,Organic Search,North America
C02436,Nova Software,2024-10-27,USA,Finance,Large,Sales,North America
C02437,Digital Technologies,2025-02-23,UK,Healthcare,Small,Paid Social,Europe
C02438,Apex Works,2025-08-20,Other,Healthcare,Large,Organic Search,Other
C02439,Cloud Systems,2024-11-28,India,Technology,Small,Paid Search,APAC
C02440,Cloud Analytics,2025-02-21,Other,Retail,Medium,Partner,Other
C02441,Core Networks,2025-02-01,Other,Healthcare,Medium,Referral,Other
C02442,Apex Analytics,2024-01-14,Australia,Professional Services,Enterprise,Partner,APAC
C02443,Blue Group,2024-07-02,USA,Technology,Small,Paid Search,North America
C02444,Cloud Labs,2024-06-17,Germany,Other,Small,Paid Social,Europe
C02445,Nova Technologies,2025-11-25,USA,Retail,Small,Paid Social,North America
C02446,Apex Systems,2025-02-06,USA,Technology,Medium,Partner,North America
C02447,Core Works,2024-11-19,Canada,Retail,Enterprise,Partner,North America
C02448,Summit Networks,2024-08-26,UK,Finance,Small,Paid Search,Europe
C02449,Prime Works,2024-03-06,USA,Technology,Medium,Partner,North America
C02450,Prime Analytics,2025-01-16,UK,Retail,Large,Partner,Europe
C02451,Core Systems,2025-07-01,UK,Technology,Small,Organic Search,Europe
C02452,Core Systems,2024-12-26,Australia,Professional Services,Small,Organic Search,APAC
C02453,Vertex Networks,2024-08-28,USA,Finance,Medium,Sales,North America
C02454,Fusion Analytics,2024-10-08,Germany,Education,Small,Email Marketing,Europe
C02455,Prime Software,2024-05-19,USA,Technology,Small,Sales,North America
C02456,Next Networks,2024-10-17,India,Finance,Small,Email Marketing,APAC
C02457,Prime Technologies,2025-04-27,India,Finance,Small,Organic Search,APAC
C02458,Apex Networks,2025-01-13,Singapore,Professional Services,Small,Organic Search,APAC
C02459,Summit Labs,2024-08-27,Australia,Retail,Small,Paid Social,APAC
C02460,Apex Networks,2025-08-27,UK,Marketing,Medium,Organic Search,Europe
C02461,Apex Services,2024-09-15,USA,Finance,Medium,Sales,North America
C02462,Core Group,2025-11-13,USA,Technology,Small,Referral,North America
C02463,Summit Services,2024-04-07,India,Finance,Small,Referral,APAC
C02464,Cloud Networks,2025-06-05,USA,Education,Small,Paid Search,North America
C02465,Apex Analytics,2025-07-11,Canada,Professional Services,Large,Partner,North America
C02466,Vertex Systems,2024-09-13,UK,Healthcare,Large,Sales,Europe
C02467,Vertex Services,2024-06-28,USA,Education,Small,Email Marketing,North America
C02468,Nova Technologies,2025-03-28,UK,Technology,Medium,Email Marketing,Europe
C02469,Cloud Systems,2024-07-26,Other,Professional Services,Small,Organic Search,Other
C02470,Digital Software,2025-09-16,Canada,Technology,Small,Paid Search,North America
C02471,Bright Software,2025-09-16,Canada,Technology,Large,Organic Search,North America
C02472,Cloud Works,2024-04-11,USA,Other,Medium,Organic Search,North America
C02473,Apex Analytics,2025-06-28,Singapore,Healthcare,Small,Partner,APAC
C02474,Core Networks,2024-12-14,USA,Professional Services,Small,Paid Search,North America
C02475,Prime Technologies,2024-05-21,Other,Technology,Small,Email Marketing,Other
C02476,Bright Group,2024-07-11,USA,Education,Small,Referral,North America
C02477,Summit Analytics,2024-04-06,USA,Education,Medium,Paid Social,North America
C02478,Blue Solutions,2024-09-10,Other,Manufacturing,Small,Partner,Other
C02479,Apex Labs,2025-09-07,USA,Education,Medium,Paid Social,North America
C02480,Cloud Services,2025-10-11,India,Marketing,Small,Referral,APAC
C02481,Next Works,2024-01-09,Other,Education,Small,Paid Search,Other
C02482,Vertex Networks,2025-02-08,USA,Manufacturing,Small,Sales,North America
C02483,Nova Networks,2024-04-05,Australia,Finance,Small,Organic Search,APAC
C02484,Bright Group,2024-08-18,Other,Retail,Medium,Paid Search,Other
C02485,Next Solutions,2025-05-01,USA,Technology,Medium,Organic Search,North America
