subscription_id,customer_id,plan_id,start_date,end_date,billing_cycle,monthly_price,subscription_status
S001637,C01367,P02,2024-08-21,2025-07-04,Annual,79.0,Cancelled
S001638,C01368,P01,2024-05-14,,Monthly,29.0,Active
S001639,C01369,P04,2025-06-10,,Monthly,399.0,Active
S001640,C01369,P03,2025-10-26,,Monthly,149.0,Active
S001641,C01370,P04,2025-05-11,,Monthly,399.0,Active
S001642,C01371,P01,2025-01-24,,Monthly,29.0,Active
S001643,C01372,P04,2024-10-04,,Monthly,399.0,Active
S001644,C01373,P02,2024-01-24,2025-03-19,Monthly,79.0,Cancelled
S001645,C01374,P03,2025-04-06,,Monthly,149.0,Active
S001646,C01375,P03,2025-11-04,,Monthly,149.0,Active
S001647,C01376,P03,2024-04-04,,Monthly,149.0,Active
S001648,C01376,P04,2024-07-19,,Annual,399.0,Active
S001649,C01376,P04,2025-03-18,,Monthly,399.0,Active
S001650,C01377,P02,2025-07-25,,Monthly,79.0,Active
S001651,C01378,P03,2024-06-18,,Monthly,149.0,Active
S001652,C01379,P02,2025-06-10,,Monthly,79.0,Active
S001653,C01380,P03,2024-01-26,,Monthly,149.0,Active
S001654,C01380,P02,2025-12-13,,Monthly,79.0,Active
S001655,C01381,P01,2024-01-25,2024-08-19,Monthly,29.0,Cancelled
S001656,C01381,P01,2024-08-19,2024-08-30,Annual,29.0,Cancelled
S001657,C01382,P04,2025-03-06,,Monthly,399.0,Active
S001658,C01383,P01,2025-04-30,,Monthly,29.0,Active
S001659,C01384,P03,2025-01-30,,Monthly,149.0,Active
S001660,C01384,P04,2025-11-30,,Monthly,399.0,Active
S001661,C01385,P02,2024-09-27,,Monthly,79.0,Active
S001662,C01386,P03,2024-04-02,,Annual,149.0,Active
S001663,C01387,P01,2024-09-16,,Monthly,29.0,Active
S001664,C01388,P02,2024-09-11,,Monthly,79.0,Active
S001665,C01389,P01,2025-01-27,,Monthly,29.0,Active
S001666,C01390,P03,2024-03-03,,Monthly,149.0,Active
S001667,C01391,P02,2025-02-15,,Monthly,79.0,Active
S001668,C01392,P02,2024-07-11,,Annual,79.0,Active
S001669,C01393,P03,2024-01-30,,Monthly,149.0,Active
S001670,C01393,P04,2024-10-18,,Monthly,399.0,Active
S001671,C01394,P03,2024-11-25,,Monthly,149.0,Active
S001672,C01395,P02,2025-04-06,,Monthly,79.0,Active
S001673,C01396,P02,2024-02-29,,Monthly,79.0,Active
S001674,C01396,P03,2024-12-02,,Annual,149.0,Active
S001675,C01396,P04,2025-03-12,,Monthly,399.0,Active
S001676,C01397,P02,2024-08-18,,Monthly,79.0,Active
S001677,C01398,P02,2025-09-10,2025-12-26,Annual,79.0,Cancelled
S001678,C01399,P03,2024-11-28,,Monthly,149.0,Active
S001679,C01399,P02,2025-07-09,,Monthly,79.0,Active
S001680,C01399,P03,2025-12-07,,Annual,149.0,Active
S001681,C01400,P02,2024-01-01,,Monthly,79.0,Active
S001682,C01401,P02,2024-06-10,,Monthly,79.0,Active
S001683,C01401,P03,2025-02-19,,Monthly,149.0,Active
S001684,C01402,P04,2024-02-04,,Annual,399.0,Active
S001685,C01403,P02,2025-11-08,,Monthly,79.0,Active
S001686,C01404,P02,2024-06-23,,Annual,79.0,Active
S001687,C01404,P03,2025-04-12,,Monthly,149.0,Active
S001688,C01405,P04,2024-06-04,,Monthly,399.0,Active
S001689,C01405,P04,2025-01-23,,Monthly,399.0,Active
S001690,C01406,P01,2024-11-01,,Monthly,29.0,Active
S001691,C01407,P03,2024-10-26,2025-01-12,Monthly,149.0,Cancelled
S001692,C01408,P03,2024-03-30,,Monthly,149.0,Active
S001693,C01409,P01,2025-08-20,,Monthly,29.0,Active
S001694,C01410,P01,2025-02-27,,Annual,29.0,Active
S001695,C01411,P03,2025-06-28,,Monthly,149.0,Active
S001696,C01412,P02,2024-10-12,,Monthly,79.0,Active
S001697,C01413,P03,2024-07-06,,Monthly,149.0,Active
S001698,C01414,P02,2024-03-11,,Annual,79.0,Active
S001699,C01415,P01,2025-06-18,,Monthly,29.0,Active
S001700,C01415,P02,2025-11-06,,Monthly,79.0,Active
S001701,C01416,P02,2024-11-20,,Monthly,79.0,Active
S001702,C01417,P01,2024-11-29,,Annual,29.0,Active
S001703,C01418,P03,2024-10-30,,Monthly,149.0,Active
S001704,C01419,P03,2024-08-22,,Monthly,149.0,Active
S001705,C01419,P02,2025-01-30,,Annual,79.0,Active
S001706,C01419,P03,2025-07-01,,Monthly,149.0,Active
S001707,C01420,P03,2025-04-23,,Annual,149.0,Active
S001708,C01421,P04,2024-09-17,,Annual,399.0,Active
S001709,C01422,P02,2025-06-21,,Monthly,79.0,Active
S001710,C01422,P03,2025-11-19,,Monthly,149.0,Active
S001711,C01423,P03,2024-11-04,2025-04-19,Annual,149.0,Cancelled
S001712,C01424,P02,2024-01-20,2025-02-09,Monthly,79.0,Cancelled
S001713,C01425,P02,2024-12-29,,Monthly,79.0,Active
S001714,C01426,P01,2024-02-03,2024-12-05,Annual,29.0,Cancelled
S001715,C01427,P02,2025-06-28,,Monthly,79.0,Active
S001716,C01428,P02,2025-06-19,,Annual,79.0,Active
S001717,C01429,P03,2024-08-03,,Monthly,149.0,Active
S001718,C01429,P02,2025-04-16,,Monthly,79.0,Active
S001719,C01430,P01,2025-05-17,,Monthly,29.0,Active
S001720,C01431,P02,2025-04-22,,Annual,79.0,Active
S001721,C01432,P03,2024-09-10,,Monthly,149.0,Active
S001722,C01433,P03,2024-09-21,,Annual,149.0,Active
S001723,C01434,P03,2025-08-28,,Monthly,149.0,Active
S001724,C01435,P01,2024-01-03,2025-08-16,Monthly,29.0,Cancelled
S001725,C01436,P02,2025-01-23,,Annual,79.0,Active
S001726,C01436,P03,2025-09-04,,Monthly,149.0,Active
S001727,C01437,P01,2024-04-06,,Monthly,29.0,Active
S001728,C01437,P02,2025-07-25,,Annual,79.0,Active
S001729,C01437,P03,2025-11-27,,Monthly,149.0,Active
S001730,C01438,P04,2025-02-02,,Monthly,399.0,Active
S001731,C01439,P03,2025-06-04,,Monthly,149.0,Active
S001732,C01439,P02,2025-10-17,,Annual,79.0,Active
S001733,C01440,P01,2025-10-14,,Monthly,29.0,Active
S001734,C01441,P01,2024-10-08,,Annual,29.0,Active
S001735,C01442,P02,2025-07-26,2025-11-28,Monthly,79.0,Cancelled
S001736,C01443,P01,2024-01-25,,Monthly,29.0,Active
S001737,C01444,P02,2025-09-29,,Monthly,79.0,Active
S001738,C01445,P02,2024-09-10,,Monthly,79.0,Active
S001739,C01445,P01,2025-09-09,,Monthly,29.0,Active
S001740,C01445,P02,2025-12-09,,Annual,79.0,Active
S001741,C01446,P02,2025-11-30,,Annual,79.0,Active
S001742,C01447,P02,2024-05-12,,Annual,79.0,Active
S001743,C01448,P01,2024-09-19,,Monthly,29.0,Active
S001744,C01448,P01,2025-06-24,,Monthly,29.0,Active
S001745,C01449,P02,2025-05-16,,Monthly,79.0,Active
S001746,C01450,P01,2024-05-04,,Monthly,29.0,Active
S001747,C01450,P02,2024-09-10,,Monthly,79.0,Active
S001748,C01450,P01,2025-07-19,,Monthly,29.0,Active
S001749,C01451,P02,2025-08-02,2025-11-07,Annual,79.0,Cancelled
S001750,C01452,P01,2024-09-08,,Monthly,29.0,Active
S001751,C01453,P01,2025-08-08,2025-12-12,Monthly,29.0,Cancelled
S001752,C01454,P03,2025-01-07,,Monthly,149.0,Active
S001753,C01455,P03,2025-09-12,,Monthly,149.0,Active
S001754,C01456,P02,2024-04-30,,Monthly,79.0,Active
S001755,C01457,P01,2024-06-09,,Monthly,29.0,Active
S001756,C01458,P01,2025-11-29,,Monthly,29.0,Active
S001757,C01459,P01,2025-04-20,,Monthly,29.0,Active
S001758,C01460,P02,2025-11-08,,Monthly,79.0,Active
S001759,C01461,P02,2025-06-14,,Monthly,79.0,Active
S001760,C01461,P01,2025-09-20,,Monthly,29.0,Active
S001761,C01462,P01,2025-01-30,,Annual,29.0,Active
S001762,C01463,P04,2024-01-26,,Monthly,399.0,Active
S001763,C01464,P04,2025-07-19,,Monthly,399.0,Active
S001764,C01465,P02,2025-07-27,,Monthly,79.0,Active
S001765,C01466,P03,2025-05-01,,Monthly,149.0,Active
S001766,C01467,P01,2025-04-19,,Monthly,29.0,Active
S001767,C01468,P01,2024-09-11,,Annual,29.0,Active
S001768,C01469,P03,2024-10-29,,Monthly,149.0,Active
S001769,C01470,P02,2025-10-25,,Annual,79.0,Active
S001770,C01471,P03,2025-09-19,,Monthly,149.0,Active
S001771,C01472,P01,2024-12-16,2025-03-14,Monthly,29.0,Cancelled
S001772,C01473,P03,2024-11-21,2025-08-11,Monthly,149.0,Cancelled
S001773,C01474,P03,2025-09-15,2025-12-30,Monthly,149.0,Cancelled
S001774,C01475,P01,2025-09-11,,Monthly,29.0,Active
S001775,C01476,P02,2024-07-23,,Monthly,79.0,Active
S001776,C01477,P03,2024-03-08,,Monthly,149.0,Active
S001777,C01477,P04,2024-06-09,,Annual,399.0,Active
S001778,C01478,P03,2025-11-25,,Monthly,149.0,Active
S001779,C01479,P03,2025-08-03,,Monthly,149.0,Active
S001780,C01480,P03,2024-05-04,,Monthly,149.0,Active
S001781,C01481,P03,2024-03-08,,Monthly,149.0,Active
S001782,C01482,P01,2024-06-10,,Annual,29.0,Active
S001783,C01483,P02,2024-04-02,,Monthly,79.0,Active
S001784,C01484,P02,2024-01-24,2025-07-25,Monthly,79.0,Cancelled
S001785,C01485,P01,2025-03-07,,Monthly,29.0,Active
S001786,C01485,P01,2025-12-03,,Annual,29.0,Active
S001787,C01486,P04,2024-07-27,,Monthly,399.0,Active
S001788,C01487,P01,2024-03-29,,Monthly,29.0,Active
S001789,C01487,P01,2025-09-09,,Monthly,29.0,Active
S001790,C01488,P02,2025-10-28,,Monthly,79.0,Active
S001791,C01489,P03,2025-02-01,2025-06-27,Monthly,149.0,Cancelled
S001792,C01490,P03,2025-04-04,,Monthly,149.0,Active
S001793,C01491,P03,2025-06-19,,Monthly,149.0,Active
S001794,C01491,P04,2025-09-20,,Annual,399.0,Active
S001795,C01492,P03,2024-07-14,,Monthly,149.0,Active
S001796,C01493,P02,2024-09-12,,Monthly,79.0,Active
S001797,C01494,P02,2024-06-24,2024-12-16,Monthly,79.0,Cancelled
S001798,C01494,P01,2024-12-16,2025-04-14,Monthly,29.0,Cancelled
S001799,C01494,P01,2025-04-14,2025-09-06,Monthly,29.0,Cancelled
S001800,C01495,P01,2024-08-23,,Monthly,29.0,Active
S001801,C01495,P02,2025-03-17,,Monthly,79.0,Active
S001802,C01495,P01,2025-12-15,,Monthly,29.0,Active
S001803,C01496,P01,2024-06-07,,Annual,29.0,Active
S001804,C01497,P03,2025-04-23,,Monthly,149.0,Active
S001805,C01498,P04,2025-06-22,,Monthly,399.0,Active
S001806,C01499,P01,2025-04-07,2025-10-19,Monthly,29.0,Cancelled
S001807,C01500,P03,2025-06-09,,Monthly,149.0,Active
S001808,C01501,P02,2025-09-08,,Monthly,79.0,Active
S001809,C01502,P03,2024-12-22,,Annual,149.0,Active
S001810,C01503,P04,2025-07-07,,Monthly,399.0,Active
S001811,C01504,P03,2025-04-08,,Annual,149.0,Active
S001812,C01505,P03,2025-07-01,,Annual,149.0,Active
S001813,C01505,P02,2025-11-02,,Monthly,79.0,Active
S001814,C01506,P01,2025-01-30,2025-12-30,Monthly,29.0,Cancelled
S001815,C01507,P02,2024-06-28,,Monthly,79.0,Active
S001816,C01507,P01,2025-09-20,,Monthly,29.0,Active
S001817,C01508,P04,2025-10-19,,Monthly,399.0,Active
S001818,C01509,P04,2025-08-04,,Monthly,399.0,Active
S001819,C01510,P01,2024-08-08,,Annual,29.0,Active
S001820,C01511,P02,2025-03-18,,Monthly,79.0,Active
S001821,C01511,P01,2025-09-25,,Annual,29.0,Active
S001822,C01512,P02,2024-02-26,,Annual,79.0,Active
S001823,C01513,P01,2024-06-04,,Annual,29.0,Active
S001824,C01514,P04,2024-01-25,2024-09-15,Monthly,399.0,Cancelled
S001825,C01515,P01,2024-04-15,,Monthly,29.0,Active
S001826,C01515,P02,2025-04-13,,Monthly,79.0,Active
S001827,C01515,P03,2025-11-28,,Annual,149.0,Active
S001828,C01516,P03,2024-10-08,,Monthly,149.0,Active
S001829,C01517,P01,2024-06-03,,Monthly,29.0,Active
S001830,C01518,P03,2024-12-01,,Annual,149.0,Active
S001831,C01519,P02,2025-11-27,,Monthly,79.0,Active
S001832,C01520,P01,2024-03-28,2025-02-18,Monthly,29.0,Cancelled
S001833,C01521,P04,2025-03-08,,Monthly,399.0,Active
S001834,C01522,P02,2024-11-05,2025-08-12,Monthly,79.0,Cancelled
S001835,C01523,P01,2024-01-16,,Monthly,29.0,Active
S001836,C01524,P03,2024-09-25,2025-04-09,Monthly,149.0,Cancelled
S001837,C01524,P04,2025-04-09,2025-10-14,Monthly,399.0,Cancelled
S001838,C01525,P02,2025-01-23,,Monthly,79.0,Active
S001839,C01526,P01,2024-10-30,2025-10-27,Monthly,29.0,Cancelled
S001840,C01527,P01,2024-01-13,,Annual,29.0,Active
S001841,C01528,P01,2024-06-16,,Monthly,29.0,Active
S001842,C01529,P01,2024-01-31,,Monthly,29.0,Active
S001843,C01529,P01,2024-09-02,,Monthly,29.0,Active
S001844,C01529,P02,2025-08-12,,Monthly,79.0,Active
S001845,C01530,P03,2024-05-11,,Monthly,149.0,Active
S001846,C01531,P01,2025-05-23,,Annual,29.0,Active
S001847,C01532,P03,2024-08-17,,Annual,149.0,Active
S001848,C01532,P02,2025-12-01,,Monthly,79.0,Active
S001849,C01533,P02,2024-06-23,,Monthly,79.0,Active
S001850,C01534,P02,2025-01-01,,Monthly,79.0,Active
S001851,C01535,P01,2024-08-26,2025-01-19,Monthly,29.0,Cancelled
S001852,C01536,P01,2025-01-20,,Monthly,29.0,Active
S001853,C01536,P02,2025-07-13,,Monthly,79.0,Active
S001854,C01537,P01,2024-06-13,,Monthly,29.0,Active
S001855,C01538,P01,2025-11-13,,Monthly,29.0,Active
S001856,C01539,P03,2025-06-05,,Monthly,149.0,Active
S001857,C01540,P01,2024-03-31,2025-01-30,Annual,29.0,Cancelled
S001858,C01540,P02,2025-01-30,2025-06-27,Monthly,79.0,Cancelled
S001859,C01541,P03,2025-07-22,,Monthly,149.0,Active
S001860,C01542,P02,2025-01-05,,Annual,79.0,Active
S001861,C01542,P01,2025-11-24,,Monthly,29.0,Active
S001862,C01543,P03,2025-04-24,,Annual,149.0,Active
S001863,C01544,P04,2025-01-09,,Monthly,399.0,Active
S001864,C01545,P02,2025-01-16,,Annual,79.0,Active
S001865,C01545,P03,2025-09-06,,Monthly,149.0,Active
S001866,C01546,P02,2024-12-06,,Monthly,79.0,Active
S001867,C01547,P03,2025-02-13,,Monthly,149.0,Active
S001868,C01547,P04,2025-12-02,,Annual,399.0,Active
S001869,C01548,P03,2024-03-05,,Annual,149.0,Active
S001870,C01548,P04,2025-12-21,,Monthly,399.0,Active
S001871,C01549,P01,2024-07-04,,Monthly,29.0,Active
S001872,C01550,P02,2025-05-16,,Annual,79.0,Active
S001873,C01550,P01,2025-10-08,,Monthly,29.0,Active
S001874,C01551,P01,2025-11-10,,Annual,29.0,Active
S001875,C01552,P02,2025-01-10,,Annual,79.0,Active
S001876,C01553,P03,2024-03-01,,Monthly,149.0,Active
S001877,C01554,P03,2024-01-08,,Annual,149.0,Active
S001878,C01555,P02,2024-12-22,,Monthly,79.0,Active
S001879,C01555,P01,2025-07-03,,Annual,29.0,Active
S001880,C01556,P04,2025-11-18,,Monthly,399.0,Active
S001881,C01557,P02,2025-01-13,,Annual,79.0,Active
S001882,C01558,P02,2025-04-02,,Monthly,79.0,Active
S001883,C01559,P02,2024-10-06,,Monthly,79.0,Active
S001884,C01560,P01,2025-01-09,,Annual,29.0,Active
S001885,C01560,P02,2025-08-24,,Monthly,79.0,Active
S001886,C01561,P03,2025-01-26,,Monthly,149.0,Active
S001887,C01561,P04,2025-06-02,,Monthly,399.0,Active
S001888,C01562,P02,2024-10-21,2025-01-12,Monthly,79.0,Cancelled
S001889,C01563,P01,2024-08-20,,Annual,29.0,Active
S001890,C01563,P02,2025-10-05,,Annual,79.0,Active
S001891,C01563,P01,2025-12-31,,Monthly,29.0,Active
S001892,C01564,P01,2025-08-27,,Monthly,29.0,Active
S001893,C01565,P02,2024-08-15,,Monthly,79.0,Active
S001894,C01566,P02,2025-01-31,,Annual,79.0,Active
S001895,C01567,P02,2024-08-11,,Monthly,79.0,Active
S001896,C01568,P02,2024-11-29,,Annual,79.0,Active
S001897,C01569,P01,2025-05-09,,Monthly,29.0,Active
S001898,C01570,P02,2024-08-25,,Monthly,79.0,Active
S001899,C01571,P01,2025-11-28,,Monthly,29.0,Active
S001900,C01572,P03,2025-01-29,,Monthly,149.0,Active
S001901,C01573,P01,2025-01-12,,Annual,29.0,Active
S001902,C01574,P03,2025-07-28,2025-09-29,Monthly,149.0,Cancelled
S001903,C01575,P02,2024-11-24,,Monthly,79.0,Active
S001904,C01575,P01,2025-02-25,,Monthly,29.0,Active
S001905,C01575,P02,2025-08-19,,Monthly,79.0,Active
S001906,C01576,P01,2024-09-01,,Monthly,29.0,Active
S001907,C01577,P01,2024-11-27,2025-07-07,Monthly,29.0,Cancelled
S001908,C01578,P02,2024-07-22,,Monthly,79.0,Active
S001909,C01579,P02,2024-02-28,,Monthly,79.0,Active
S001910,C01580,P03,2025-11-25,,Annual,149.0,Active
S001911,C01581,P02,2025-09-20,,Monthly,79.0,Active
S001912,C01582,P02,2025-05-22,2025-12-19,Annual,79.0,Cancelled
S001913,C01583,P01,2024-04-14,,Monthly,29.0,Active
S001914,C01584,P01,2024-10-27,2025-06-15,Monthly,29.0,Cancelled
S001915,C01585,P01,2024-09-17,,Monthly,29.0,Active
S001916,C01586,P03,2025-04-06,,Monthly,149.0,Active
S001917,C01587,P01,2025-07-08,,Monthly,29.0,Active
S001918,C01588,P01,2024-08-02,,Annual,29.0,Active
S001919,C01588,P02,2025-10-02,,Monthly,79.0,Active
S001920,C01589,P02,2024-09-02,,Monthly,79.0,Active
S001921,C01589,P03,2025-10-13,,Monthly,149.0,Active
S001922,C01590,P01,2024-01-16,,Annual,29.0,Active
S001923,C01591,P02,2024-10-04,,Annual,79.0,Active
S001924,C01592,P01,2024-03-19,,Monthly,29.0,Active
S001925,C01593,P01,2024-03-21,,Monthly,29.0,Active
S001926,C01594,P02,2025-10-27,,Monthly,79.0,Active
S001927,C01595,P02,2025-09-30,,Monthly,79.0,Active
S001928,C01596,P01,2024-08-31,2025-02-04,Annual,29.0,Cancelled
S001929,C01596,P01,2025-02-04,2025-04-04,Monthly,29.0,Cancelled
S001930,C01597,P02,2024-04-16,,Monthly,79.0,Active
S001931,C01598,P02,2024-10-07,,Monthly,79.0,Active
S001932,C01599,P01,2024-04-11,2025-05-02,Monthly,29.0,Cancelled
S001933,C01599,P02,2025-05-02,2025-05-07,Monthly,79.0,Cancelled
S001934,C01600,P02,2024-03-03,,Monthly,79.0,Active
S001935,C01601,P01,2024-03-20,,Annual,29.0,Active
S001936,C01602,P03,2024-01-09,,Annual,149.0,Active
S001937,C01602,P04,2025-04-17,,Annual,399.0,Active
S001938,C01603,P02,2025-07-22,,Monthly,79.0,Active
S001939,C01604,P02,2025-03-31,,Annual,79.0,Active
S001940,C01605,P03,2024-10-30,2025-06-20,Monthly,149.0,Cancelled
S001941,C01606,P02,2025-06-11,2025-09-11,Annual,79.0,Cancelled
S001942,C01607,P04,2024-06-09,,Annual,399.0,Active
S001943,C01608,P01,2025-07-10,,Monthly,29.0,Active
S001944,C01609,P02,2024-04-25,,Annual,79.0,Active
S001945,C01610,P03,2025-01-20,,Annual,149.0,Active
S001946,C01610,P04,2025-11-21,,Monthly,399.0,Active
S001947,C01611,P02,2025-08-09,2025-11-02,Monthly,79.0,Cancelled
S001948,C01612,P01,2025-10-07,2025-12-12,Monthly,29.0,Cancelled
S001949,C01613,P02,2024-11-12,,Annual,79.0,Active
S001950,C01614,P03,2025-11-07,,Annual,149.0,Active
S001951,C01615,P03,2025-02-26,,Monthly,149.0,Active
S001952,C01616,P03,2025-02-22,,Monthly,149.0,Active
S001953,C01616,P02,2025-06-11,,Monthly,79.0,Active
S001954,C01617,P02,2025-04-29,2025-07-09,Monthly,79.0,Cancelled
S001955,C01618,P02,2024-06-07,,Monthly,79.0,Active
S001956,C01619,P01,2024-05-11,,Monthly,29.0,Active
S001957,C01619,P02,2024-12-11,,Monthly,79.0,Active
S001958,C01620,P03,2025-07-21,,Annual,149.0,Active
S001959,C01621,P04,2024-01-08,,Monthly,399.0,Active
S001960,C01621,P04,2025-12-08,,Monthly,399.0,Active
S001961,C01622,P03,2025-09-12,,Monthly,149.0,Active
S001962,C01623,P02,2024-07-07,,Annual,79.0,Active
S001963,C01624,P02,2025-02-22,,Monthly,79.0,Active
S001964,C01625,P03,2024-10-02,,Annual,149.0,Active
S001965,C01625,P04,2025-04-19,,Annual,399.0,Active
S001966,C01625,P03,2025-07-30,,Monthly,149.0,Active
S001967,C01626,P01,2025-01-23,,Monthly,29.0,Active
S001968,C01627,P02,2024-09-25,,Monthly,79.0,Active
S001969,C01627,P03,2025-04-29,,Monthly,149.0,Active
S001970,C01628,P01,2025-06-01,,Monthly,29.0,Active
S001971,C01629,P02,2025-10-04,,Annual,79.0,Active
S001972,C01630,P02,2024-03-21,,Annual,79.0,Active
S001973,C01631,P01,2024-10-09,2025-08-29,Monthly,29.0,Cancelled
S001974,C01632,P01,2024-04-25,,Monthly,29.0,Active
S001975,C01632,P02,2025-07-12,,Monthly,79.0,Active
S001976,C01632,P03,2025-12-27,,Monthly,149.0,Active
S001977,C01633,P02,2025-05-09,,Monthly,79.0,Active
S001978,C01634,P03,2024-08-09,,Monthly,149.0,Active
S001979,C01634,P04,2025-07-07,,Monthly,399.0,Active
S001980,C01635,P03,2025-03-18,,Monthly,149.0,Active
S001981,C01636,P03,2024-12-28,,Monthly,149.0,Active
S001982,C01637,P02,2024-01-28,2024-08-16,Monthly,79.0,Cancelled
S001983,C01638,P01,2024-09-16,,Annual,29.0,Active
S001984,C01639,P01,2025-03-13,,Monthly,29.0,Active
S001985,C01640,P03,2025-06-22,,Monthly,149.0,Active
S001986,C01641,P01,2025-03-07,,Monthly,29.0,Active
S001987,C01642,P02,2024-07-19,,Monthly,79.0,Active
S001988,C01642,P01,2025-01-03,,Monthly,29.0,Active
S001989,C01642,P02,2025-10-31,,Monthly,79.0,Active
S001990,C01643,P01,2024-06-25,,Monthly,29.0,Active
S001991,C01644,P03,2025-04-01,,Monthly,149.0,Active
S001992,C01644,P04,2025-10-17,,Monthly,399.0,Active
S001993,C01645,P01,2025-08-09,,Monthly,29.0,Active
S001994,C01646,P01,2024-05-14,,Annual,29.0,Active
S001995,C01647,P01,2025-06-08,,Annual,29.0,Active
S001996,C01648,P02,2024-06-29,2025-08-27,Annual,79.0,Cancelled
S001997,C01649,P02,2025-09-07,,Monthly,79.0,Active
S001998,C01650,P04,2024-08-26,,Monthly,399.0,Active
S001999,C01651,P01,2024-08-09,,Monthly,29.0,Active
S002000,C01651,P01,2025-03-03,,Monthly,29.0,Active
S002001,C01651,P02,2025-06-03,,Annual,79.0,Active
S002002,C01652,P04,2025-08-13,2025-11-04,Monthly,399.0,Cancelled
S002003,C01653,P02,2024-01-02,,Monthly,79.0,Active
S002004,C01653,P03,2025-08-14,,Annual,149.0,Active
S002005,C01654,P03,2024-10-19,,Monthly,149.0,Active
S002006,C01655,P01,2025-10-19,,Annual,29.0,Active
S002007,C01656,P01,2025-10-20,2025-12-22,Monthly,29.0,Cancelled
S002008,C01657,P01,2025-05-12,,Monthly,29.0,Active
S002009,C01658,P02,2024-11-07,,Annual,79.0,Active
S002010,C01659,P04,2024-02-14,,Monthly,399.0,Active
S002011,C01659,P04,2024-05-23,,Monthly,399.0,Active
S002012,C01660,P01,2025-01-30,,Monthly,29.0,Active
S002013,C01661,P02,2025-10-28,,Monthly,79.0,Active
S002014,C01662,P03,2025-07-23,,Monthly,149.0,Active
S002015,C01663,P01,2024-01-23,,Monthly,29.0,Active
S002016,C01664,P03,2025-03-25,,Annual,149.0,Active
S002017,C01665,P01,2024-09-27,2024-11-26,Monthly,29.0,Cancelled
S002018,C01666,P02,2024-12-03,,Monthly,79.0,Active
S002019,C01667,P01,2025-05-11,2025-09-26,Monthly,29.0,Cancelled
S002020,C01668,P01,2024-04-17,,Monthly,29.0,Active
S002021,C01668,P01,2025-11-17,,Monthly,29.0,Active
S002022,C01669,P03,2024-05-01,,Monthly,149.0,Active
S002023,C01670,P03,2024-05-25,,Annual,149.0,Active
S002024,C01671,P03,2024-02-19,,Monthly,149.0,Active
S002025,C01672,P03,2025-08-28,,Monthly,149.0,Active
S002026,C01673,P01,2024-09-26,,Monthly,29.0,Active
S002027,C01674,P03,2025-05-22,,Annual,149.0,Active
S002028,C01674,P04,2025-12-26,,Monthly,399.0,Active
S002029,C01675,P03,2025-04-22,2025-07-25,Annual,149.0,Cancelled
S002030,C01676,P02,2025-03-16,,Monthly,79.0,Active
S002031,C01677,P02,2025-11-11,,Monthly,79.0,Active
S002032,C01678,P02,2025-10-27,,Monthly,79.0,Active
S002033,C01679,P01,2025-11-13,,Monthly,29.0,Active
S002034,C01680,P03,2024-01-05,,Monthly,149.0,Active
S002035,C01681,P02,2024-06-17,,Annual,79.0,Active
S002036,C01682,P03,2025-05-18,,Annual,149.0,Active
S002037,C01682,P02,2025-09-10,,Monthly,79.0,Active
S002038,C01683,P01,2024-02-12,2024-12-21,Annual,29.0,Cancelled
S002039,C01684,P01,2024-10-06,2025-06-11,Annual,29.0,Cancelled
S002040,C01685,P03,2024-12-24,,Monthly,149.0,Active
S002041,C01685,P04,2025-10-01,,Monthly,399.0,Active
S002042,C01686,P03,2025-11-29,,Monthly,149.0,Active
S002043,C01687,P02,2024-08-01,,Annual,79.0,Active
S002044,C01688,P02,2024-08-17,,Annual,79.0,Active
S002045,C01688,P03,2025-09-27,,Annual,149.0,Active
S002046,C01689,P01,2025-09-23,,Monthly,29.0,Active
S002047,C01690,P03,2024-12-10,,Annual,149.0,Active
S002048,C01691,P01,2025-10-10,,Annual,29.0,Active
S002049,C01692,P01,2024-09-15,,Monthly,29.0,Active
S002050,C01693,P02,2025-05-24,,Monthly,79.0,Active
S002051,C01694,P03,2024-03-21,,Monthly,149.0,Active
S002052,C01694,P04,2025-01-27,,Monthly,399.0,Active
S002053,C01695,P03,2025-06-02,,Monthly,149.0,Active
S002054,C01695,P04,2025-12-05,,Monthly,399.0,Active
S002055,C01696,P02,2025-11-12,,Monthly,79.0,Active
S002056,C01697,P01,2025-10-17,,Annual,29.0,Active
S002057,C01698,P01,2024-10-05,,Monthly,29.0,Active
S002058,C01699,P03,2025-04-13,,Monthly,149.0,Active
S002059,C01700,P01,2025-06-21,2025-10-01,Monthly,29.0,Cancelled
S002060,C01701,P01,2024-01-09,,Monthly,29.0,Active
S002061,C01702,P02,2024-07-14,2025-08-13,Monthly,79.0,Cancelled
S002062,C01703,P03,2024-01-30,2024-11-20,Monthly,149.0,Cancelled
S002063,C01704,P03,2025-03-19,,Monthly,149.0,Active
S002064,C01705,P02,2025-10-13,,Monthly,79.0,Active
S002065,C01706,P01,2024-01-23,,Monthly,29.0,Active
S002066,C01706,P01,2024-07-02,,Annual,29.0,Active
S002067,C01707,P01,2024-08-06,,Annual,29.0,Active
S002068,C01708,P03,2024-05-27,,Monthly,149.0,Active
S002069,C01709,P03,2025-01-27,,Monthly,149.0,Active
S002070,C01710,P03,2025-09-01,,Monthly,149.0,Active
S002071,C01711,P02,2024-03-24,2025-11-13,Monthly,79.0,Cancelled
S002072,C01712,P03,2025-04-09,,Monthly,149.0,Active
